,ID,taxon,shortname,definition
5301,gar,1933880,,glutamicibacter halophytocola klbmp 5180
5302,gcr,162496,,glutamicibacter creatinolyticus lgcm 259
5303,glu,1155384,,glutamicibacter sp. zjutw
5304,rsa,288705,rensm,renibacterium salmoninarum atcc 33209
5305,krh,378753,kocrd,kocuria rhizophila dc2201
5306,kpl,71999,,kocuria palustris mu14/1
5307,kfv,446860,,kocuria flava ho-9041
5308,kii,1049583,,kocuria indica ce7
5309,krs,1275,,kocuria rosea atcc 186
5310,kod,2719588,,kocuria sp. kd4
5311,kvr,1272,,kocuria varians 80
5312,mlu,465515,miclu,micrococcus luteus nctc 2665
5313,mick,1179670,,micrococcus sp. kbs0714
5314,rmu,680646,,rothia mucilaginosa dy-18
5315,rdn,762948,,rothia dentocariosa atcc 17931
5316,raj,172042,,rothia aeria jcm 11412
5317,rter,396015,,rothia terrae kjz-14
5318,rama,169480,,rothia amarae kjz-9
5319,rkr,37923,,rothia kristinae fdaargos_864
5320,satk,37927,,sinomonas atrocyanea kctc 3377
5321,nae,556325,,neomicrococcus aestuarii b18
5322,aul,2170745,,auritidibacter sp. nml130574
5323,cig,2567883,,citricoccus sp. sgair0453
5324,bcv,471853,beuc1,beutenbergia cavernae dsm 12333
5325,bfa,446465,,brachybacterium faecium dsm 4810
5326,brx,1903186,,brachybacterium sp. p6-10-x1
5327,brv,2017485,,brachybacterium avium vr2415
5328,bgg,1331682,,brachybacterium ginsengisoli dcy80
5329,brz,2017484,,brachybacterium vulturis vm2412
5330,bsau,556288,,brachybacterium saurashtrense dsm 23186
5331,brr,2571029,,brachybacterium sp. sgair0954
5332,dva,1630135,,dermabacter vaginalis ad1-86
5333,djj,1667168,,dermabacter jinjuensis 32t
5334,jde,471856,,jonesia denitrificans dsm 20603
5335,kse,478801,,kytococcus sedentarius dsm 20547
5336,dni,1274,,dermacoccus nishinomiyaensis m25
5337,day,322596,,dermacoccus abyssi hzau 226
5338,lmoi,571913,,luteipulveratus mongoliensis mn07-a0370
5339,xce,446471,,xylanimonas cellulosilytica dsm 15894
5340,xyl,2509459,,xylanimonas allomyrinae 2jspr-7
5341,iva,743718,,isoptericola variabilis 225
5342,ido,1300344,,isoptericola dokdonensis ds-3
5343,cet,1980001,,cellulosimicrobium sp. th-20
5344,cceu,1710,,cellulosimicrobium cellulans psbb019
5345,xya,2509457,,xylanimicrobium sp. fw10m-9
5346,ske,446469,,sanguibacter keddieii dsm 10542
5347,sanw,2714931,,sanguibacter sp. hdw7
5348,cfl,446466,,cellulomonas flavigena dsm 20109
5349,cfi,590998,,cellulomonas fimi atcc 484
5350,cga,593907,,cellvibrio gilvus atcc 13127 (cellulomonas gilvus atcc 13127)
5351,cez,2003551,,cellulomonas sp. psbb021
5352,celz,2566013,,cellulomonas shaoxiangyii z28
5353,cej,2654191,,cellulomonas sp. jz18
5354,celh,2704467,,cellulomonas sp. h30r-01
5355,oek,1179673,,oerskovia sp. kbs0722
5356,psei,2654547,,pseudactinotalea sp. hy158
5357,ica,710696,,intrasporangium calvum dsm 43043
5358,ars,1658671,,arsenicicoccus sp. oral taxon 190
5359,jte,857417,,janibacter indicus yfy001
5360,jli,53458,,janibacter limosus p3-3-x1
5361,jme,262209,,janibacter melonis m714
5362,teh,1813880,,tetrasphaera sp. hks02
5363,phw,2714941,,phycicoccus sp. hdw14
5364,pei,1690220,,phycicoccus endophyticus jcm 31784
5365,serj,1758689,,serinicoccus hydrothermalis jlt9 (serinicoccus sp. jlt9)
5366,serw,2593973,,ornithinimicrobium pratense w204
5367,orn,2283195,,ornithinimicrobium sp. ama3305
5368,orz,2594265,,ornithinimicrobium sp. h23m54
5369,bly,1703,,brevibacterium linens bs258
5370,blin,273384,,brevibacterium aurantiacum smq-1335 (brevibacterium linens smq-1335)
5371,bri,2575923,,brevibacterium sp. cs2
5372,blut,199591,,brevibacterium luteolum neb1784
5373,bcau,33889,,brevibacterium casei fdaargos_902
5374,dco,1863,,dermatophilus congolensis nctc13039
5375,aus,1872664,,austwickia sp. fred_18-q3-r57-64_batac.85v2
5376,gez,2585135,,georgenia sp. z294
5377,halt,2779775,,haloactinobacterium sp. rn3s43
5378,pac,267747,proac,cutibacterium acnes kpa171202 (propionibacterium acnes kpa171202)
5379,pak,553199,,cutibacterium acnes sk137
5380,pav,1114967,,cutibacterium acnes typeia2 p.acn17 (propionibacterium acnes typeia2 p.acn17)
5381,pax,1114969,,cutibacterium acnes typeia2 p.acn31 (propionibacterium acnes typeia2 p.acn31)
5382,paz,1114966,,cutibacterium acnes typeia2 p.acn33 (propionibacterium acnes typeia2 p.acn33)
5383,paw,909952,,cutibacterium acnes 266 (propionibacterium acnes 266)
5384,pad,1091045,,cutibacterium acnes subsp. defendens atcc 11828 (propionibacterium acnes subsp. defendens atcc 11828)
5385,pcn,1031709,,cutibacterium acnes 6609 (propionibacterium acnes 6609)
5386,pacc,1234380,,cutibacterium acnes c1 (propionibacterium acnes c1)
5387,pach,1134454,,cutibacterium acnes hl096pa1 (propionibacterium acnes hl096pa1)
5388,pacn,1276648,,cutibacterium acnes hdn-1
5389,cacn,1747,,cutibacterium acnes kcom 1861 (= chdc b594)
5390,pra,1170318,,cutibacterium avidum 44067 (propionibacterium avidum 44067)
5391,cgrn,33011,,cutibacterium granulosum nctc11865
5392,pfr,754252,,propionibacterium freudenreichii subsp. shermanii cirm-bia1
5393,pfre,66712,,propionibacterium freudenreichii subsp. freudenreichii dsm 20271
5394,prl,671223,,propionibacterium sp. oral taxon 193 f0672
5395,pacd,556499,,propionibacterium acidifaciens fdaargos_576
5396,paus,119981,,propionibacterium australiense nctc13651
5397,ppc,767029,,pseudopropionibacterium propionicum f0230a (propionibacterium propionicum f0230a)
5398,pbo,1171373,,acidipropionibacterium acidipropionici atcc 4875 (propionibacterium acidipropionici atcc 4875)
5399,aaci,1748,,acidipropionibacterium acidipropionici cgmcc 1.2230
5400,acij,2057246,,acidipropionibacterium virtanenii js278
5401,aji,1749,,acidipropionibacterium jensenii js280
5402,mph,1032480,,microlunatus phosphovorus nm-1
5403,mik,2596828,,microlunatus sp. kudc0627
5404,micg,2672569,,microlunatus sp. gsoil 973
5405,tfl,1610493,,tessaracoccus flavus rp1t
5406,tfa,399497,,tessaracoccus flavescens sst-39t
5407,tes,1332264,,tessaracoccus aquimaris nsg39
5408,tez,1909732,,tessaracoccus sp. t2.5-30
5409,tdf,1285901,,tessaracoccus defluvii jcm 17540
5410,tla,1427523,,tessaracoccus lapidicaptus tla_e
5411,rain,2662261,,raineyella sp. cba3103
5412,prv,2714937,,propioniciclava sp. hdw11
5413,nca,196162,nocsj,nocardioides sp. js614
5414,ndk,1300347,,nocardioides dokdonensis fr1436
5415,noy,2518370,,nocardioides euryhalodurans mms17-sy117
5416,noi,2575373,,nocardioides sp. dk3136
5417,noo,2582905,,nocardioides sp. s-1144
5418,ndp,402297,,nocardioides daphniae jcm 16608
5419,nsn,2518371,,nocardioides seonyuensis mms17-sy207-3
5420,nbe,1804624,,nocardioides baekrokdamisoli kctc 39748
5421,nano,2712223,,nocardioides anomalus hks04
5422,nmes,433659,,nocardioides mesophilus kacc 16243
5423,psim,2045,,pimelobacter simplex vkm ac-2033d
5424,aer,2041,,aeromicrobium erythreum ar18
5425,aez,2079793,,aeromicrobium sp. 592
5426,aeb,2107713,,aeromicrobium sp. a1-2
5427,aef,2662028,,aeromicrobium sp. mf47
5428,mgg,75385,,micropruina glycogenica lg2
5429,muz,2708082,,mumia sp. zj1417
5430,kfl,479435,,kribbella flavida dsm 17836
5431,kqi,1544730,,kribbella qitaiheensis spb151
5432,tfu,269800,thefy,thermobifida fusca yx
5433,nda,446468,,nocardiopsis dassonvillei subsp. dassonvillei dsm 43111
5434,nal,1205910,,nocardiopsis alba atcc baa-2165
5435,ngv,1235441,,nocardiopsis gilva yim 90087
5436,nfe,758803,,nocardiopsis flavescens na01583
5437,strr,2498135,,streptomonospora sp. m2
5438,tcu,471852,,thermomonospora curvata dsm 43183
5439,actw,1219491,,actinomadura sp. wmmb499
5440,sro,479432,,streptosporangium roseum dsm 43021
5441,noa,1909395,,nonomuraea sp. atcc 55076
5442,now,2656914,,nonomuraea sp. wyy166
5443,fra,106370,frasc,frankia casuarinae cci3
5444,fre,298653,frasn,frankia sp. ean1pec
5445,fri,298654,,frankia inefficax eui1c
5446,fal,326424,fraaa,"frankia alni acn14a, endosymbiont of alnus viridis"
5447,fsy,2716812,,"candidatus frankia datiscae dg1, endosymbiont of datisca glomerata"
5448,ace,351607,acic1,acidothermus cellulolyticus 11b
5449,nml,479431,,nakamurella multipartita dsm 44233
5450,nak,1902245,,nakamurella sp. s14-144
5451,gob,526225,,geodermatophilus obscurus dsm 43160
5452,bsd,1146883,,blastococcus saxobsidens dd2
5453,mmar,477641,,modestobacter marinus bc501
5454,kra,266940,kinrd,kineococcus radiotolerans srs30216 = atcc baa-149
5455,sen,405948,sacen,saccharopolyspora erythraea nrrl 2338
5456,sace,2665642,,saccharopolyspora coralli e2a
5457,sacg,2719023,,saccharopolyspora sp. asagf58
5458,svi,471857,,saccharomonospora viridis dsm 43017
5459,sacc,2528243,,saccharomonospora sp. 31sw
5460,amd,749927,,amycolatopsis mediterranei u32
5461,amn,713604,,amycolatopsis mediterranei s699
5462,amm,713604,,amycolatopsis mediterranei s699
5463,amz,1221524,,amycolatopsis mediterranei rb
5464,aoi,129921,,amycolatopsis keratiniphila hccb10007 (amycolatopsis orientalis hccb10007)
5465,aja,208439,,amycolatopsis japonica mg417-cf17
5466,amq,1068978,,amycolatopsis methanolica 239
5467,amyc,1896961,,amycolatopsis sp. aa4
5468,amyb,1911175,,amycolatopsis sp. bja-103
5469,aab,1804986,,amycolatopsis albispora wp1
5470,amyy,2653857,,amycolatopsis sp. yim 10
5471,aori,31958,,amycolatopsis orientalis b-37
5472,pdx,675635,,pseudonocardia dioxanivorans cb1190
5473,psea,445576,,pseudonocardia sp. al041005-10
5474,psee,1096868,,pseudonocardia sp. ec080625-04
5475,pseh,1641402,,pseudonocardia sp. hh130629-09
5476,pseq,1688404,,pseudonocardia sp. ec080610-09
5477,pecq,1096856,,pseudonocardia sp ec080619-01
5478,phh,1690815,,pseudonocardia sp. hh130630-07
5479,paut,2074,,pseudonocardia autotrophica nbrc 12743
5480,apre,42197,,actinosynnema pretiosum x47
5481,ami,446462,,actinosynnema mirum dsm 43827
5482,sesp,1179773,,saccharothrix espanaensis dsm 44229
5483,ssyi,103733,,saccharothrix syringae nrrl b-16468
5484,kal,1449976,,kutzneria albida dsm 43870
5485,kphy,860235,,kibdelosporangium phytohabitans klbmp1111
5486,led,1586287,,lentzea guizhouensis dhs c013
5487,ahm,340345,,actinoalloteichus hymeniacidonis hpa177(t) (=dsm 45092(t))
5488,acti,1612551,,actinoalloteichus sp. gba129-24
5489,acad,1612552,,actinoalloteichus fjordicus adi127-7
5490,ahg,1470176,,actinoalloteichus hoggarensis dsm 45943
5491,acta,2072503,,actinoalloteichus sp. ahmu cj021
5492,alo,1653480,,alloactinosynnema sp. l-07
5493,pmad,530584,,prauserella marina dsm 45268
5494,stp,369723,salto,salinispora tropica cnb-440
5495,saq,391037,salai,salinispora arenicola cns-205
5496,mau,644283,,micromonospora aurantiaca atcc 27029
5497,mil,648999,,micromonospora sp. l5
5498,micb,2201999,,micromonospora sp. b006
5499,mtua,479978,,micromonospora tulbaghiae cny-010
5500,mich,2583243,,micromonospora sp. hm134
5501,mtem,1914461,,micromonospora terminaliae dsm 101760
5502,mcab,47853,,micromonospora carbonacea aurantiaca
5503,msag,47875,,micromonospora sagamiensis jcm 3310
5504,vma,263358,,micromonospora maris ab-18-032
5505,mcra,2294034,,micromonospora craniellae lhw63014
5506,ase,134676,,actinoplanes sp. se50/110
5507,ams,512565,,actinoplanes missouriensis 431
5508,actn,649831,,actinoplanes sp. n902-109
5509,afs,1246995,,actinoplanes friuliensis dsm 7358
5510,acts,2033844,,actinoplanes sp. se50
5511,plk,2024580,,plantactinospora sp. kbs50
5512,plab,2108470,,plantactinospora sp. bc1
5513,plat,2071627,,plantactinospora sp. bb1
5514,pfla,1076124,,phytohabitans flavus nbrc 107702
5515,psuu,624315,,phytohabitans suffuscus nbrc 105367
5516,ver,2742132,,verrucosispora sp. na02020
5517,atl,227318,,actinocatenispora thailandica nbrc 105041
5518,cai,479433,,catenulispora acidiphila dsm 44928
5519,sna,446470,,stackebrandtia nassauensis dsm 44728
5520,ahe,644284,,arcanobacterium haemolyticum dsm 20595
5521,arca,2722751,,arcanobacterium sp. 2701
5522,mcu,548479,,mobiluncus curtisii atcc 43063
5523,tpy,1661,,trueperella pyogenes tp6375
5524,tpyo,1435056,,trueperella pyogenes tp8
5525,tbw,312285,,trueperella bialowiezensis nctc13354
5526,asg,59505,,actinotignum schaalii ccug 27420 (actinobaculum schaalii ccug 27420)
5527,actt,2495645,,actinobaculum sp. 313
5528,amy,52773,,schaalia meyeri w712
5529,soo,1660,,schaalia odontolytica xh001
5530,acq,712122,,actinomyces sp. oral taxon 414 f0588
5531,aos,544580,,actinomyces oris t14v
5532,ard,111015,,actinomyces radicidentis ccug 36733
5533,avu,1912795,,actinomyces tangfeifanii vul4_3
5534,actp,1960083,,actinomyces gaoshouyii pika_114
5535,actc,1851395,,actinomyces sp. chiba101
5536,acto,2081702,,actinomyces sp. oral taxon 897 f0631
5537,ane,1655,,actinomyces naeslundii atcc 27039
5538,ahw,52771,,actinomyces howellii nctc11636
5539,actz,2057798,,actinomyces sp. 432
5540,air,1659,,actinomyces israelii nctc12972
5541,asla,52774,,actinomyces slackii nctc11923
5542,avc,1656,,actinomyces viscosus nctc10951
5543,fsl,1282737,,flaviflexus salsibiostraticola kctc 33148
5544,flh,2496867,,flaviflexus sp. h23t48
5545,wik,2692125,,winkia sp. c64
5546,fvg,82135,,fannyhessea vaginae fdaargos_934
5547,blo,206672,biflo,bifidobacterium longum ncc2705
5548,blj,205913,bifld,bifidobacterium longum djo10a
5549,bln,391904,bifli,bifidobacterium longum subsp. infantis atcc 15697 (jgi)
5550,blon,391904,,bifidobacterium longum subsp. infantis atcc 15697 (tokyo)
5551,blf,565040,,bifidobacterium longum subsp. infantis 157f
5552,bll,759350,,bifidobacterium longum subsp. longum jdm301
5553,blb,890402,,bifidobacterium longum subsp. longum bbmn68
5554,blm,565042,,bifidobacterium longum subsp. longum jcm 1217
5555,blk,1035817,,bifidobacterium longum subsp. longum kacc 91563
5556,blg,722911,,bifidobacterium longum subsp. longum f8
5557,blz,1300227,,bifidobacterium longum subsp. longum gt15
5558,blx,216816,,bifidobacterium longum bxy01
5559,bad,367928,bifaa,bifidobacterium adolescentis atcc 15703
5560,badl,1680,,bifidobacterium adolescentis 22l
5561,bado,1680,,bifidobacterium adolescentis bbmn23
5562,bla,442563,bifa0,bifidobacterium animalis subsp. lactis ad011
5563,blc,580050,bifan,bifidobacterium animalis subsp. lactis bl-04
5564,blt,555970,bifan,bifidobacterium animalis subsp. lactis dsm 10140
5565,bbb,552531,,bifidobacterium animalis subsp. lactis bb-12
5566,bbc,1075106,,bifidobacterium animalis subsp. lactis blc1
5567,bnm,1042403,,bifidobacterium animalis subsp. lactis cncm i-2494
5568,blv,573236,,bifidobacterium animalis subsp. lactis v9
5569,blw,1168290,,bifidobacterium animalis subsp. lactis b420
5570,bls,742729,,bifidobacterium animalis subsp. lactis bi-07
5571,bani,1281781,,bifidobacterium animalis subsp. lactis bl12
5572,banl,1167629,,bifidobacterium animalis subsp. lactis atcc 27673
5573,bni,703613,,bifidobacterium animalis subsp. animalis atcc 25527
5574,banm,28025,,bifidobacterium animalis rh
5575,bde,401473,,bifidobacterium dentium bd1
5576,bdn,1150423,,bifidobacterium dentium jcm 1195 = dsm 20436
5577,bbp,702459,,bifidobacterium bifidum prl2010
5578,bbi,883062,,bifidobacterium bifidum s17
5579,bbf,484020,,bifidobacterium bifidum bgn4
5580,bbv,866777,,bifidobacterium breve acs-071-v-sch8b
5581,bbru,326426,,bifidobacterium breve ucc2003
5582,bbre,1385938,,bifidobacterium breve 12l
5583,bbrv,1385942,,bifidobacterium breve 689b
5584,bbrj,1385939,,bifidobacterium breve jcm 7017
5585,bbrc,1385940,,bifidobacterium breve jcm 7019
5586,bbrn,1385941,,bifidobacterium breve ncfb 2258
5587,bbrs,936351,,bifidobacterium breve s27
5588,bbrd,518634,,bifidobacterium breve dsm 20213 = jcm 1192
5589,bast,1147128,,bifidobacterium asteroides prl2011
5590,btp,1254439,,bifidobacterium thermophilum rbl67
5591,bcor,1687,,bifidobacterium coryneforme lmg18911
5592,bka,1447716,,bifidobacterium kashiwanohense pv20-2
5593,bks,1150460,,bifidobacterium kashiwanohense jcm 15439 = dsm 21854
5594,bcat,566552,,bifidobacterium catenulatum dsm 16992 = jcm 1194 = lmg 11043
5595,bpsp,1447715,,bifidobacterium pseudolongum pv8-2
5596,bii,1341694,,bifidobacterium indicum lmg 11587 = dsm 20214
5597,bang,518635,,bifidobacterium angulatum dsm 20098 = jcm 7096
5598,bpsc,547043,,bifidobacterium pseudocatenulatum dsm 20438 = jcm 1200 = lmg 10505
5599,bsca,1150461,,bifidobacterium scardovii jcm 12489 = dsm 13734
5600,bact,1437605,,bifidobacterium actinocoloniiforme dsm 22766
5601,bcho,35760,,bifidobacterium choerinum fmb-1
5602,bgx,78344,,bifidobacterium pullorum subsp. gallinarum cacc 514
5603,blem,1603886,,bifidobacterium lemurum dsm 28807
5604,beu,1765219,,bifidobacterium eulemuris dsm 100216
5605,gvg,525284,,gardnerella vaginalis atcc 14019
5606,gva,553190,,gardnerella vaginalis 409-05
5607,gvh,1009464,garvh,gardnerella vaginalis hmp9231
5608,sij,1150468,,scardovia inopinata jcm 12537
5609,pdo,864564,,parascardovia denticolens dsm 10105 = jcm 12538
5610,tbi,469371,,thermobispora bispora dsm 43833
5611,aey,414996,,actinopolyspora erythraea yim 90600
5612,plan,1884913,,candidatus planktophila lacus
5613,plak,1884914,,candidatus planktophila dulcis
5614,plim,573600,,candidatus planktophila limnetica
5615,psuf,1884904,,candidatus planktophila sulfonica mms-ia-56
5616,pvs,1884905,,candidatus planktophila versatilis mms-ia-79
5617,pvn,1884907,,candidatus planktophila vernalis mms-iia-15
5618,abam,1884634,,candidatus nanopelagicus limnes
5619,nhi,1884915,,candidatus nanopelagicus hibericus mms-21-160
5620,nab,1884916,,candidatus nanopelagicus abundans mms-iib-91
5621,eke,1891644,,epidermidibacterium keratini epi-7
5622,abai,1650658,,actinobacteria bacterium imcc26256
5623,rxy,266117,rubxd,rubrobacter xylanophilus dsm 9941
5624,rrd,42256,,rubrobacter radiotolerans rsps-4
5625,rub,2653851,,rubrobacter sp. scsio 52909
5626,bsol,496014,,baekduia soli br7-21
5627,cwo,469383,,conexibacter woesei dsm 14684
5628,afo,525909,,acidimicrobium ferrooxidans dsm 10331
5629,aym,1313172,,ilumatobacter coccineus ym16-304
5630,atq,2789776,,actinomarinicola tropica scsio 58843
5631,ccu,469378,,cryptobacterium curtum dsm 15641
5632,shi,471855,,slackia heliotrinireducens dsm 20476
5633,ele,479437,,eggerthella lenta dsm 2243
5634,eyy,502558,,eggerthella sp. yy7918
5635,gpa,657308,,gordonibacter pamelaeae 7-10-1-b
5636,aeq,1384484,,adlercreutzia equolifaciens dsm 19450
5637,ddt,79604,,denitrobacterium detoxificans npoh1
5638,apv,521095,,atopobium parvulum dsm 20469
5639,ols,633147,,olsenella uli dsm 7084
5640,olo,712411,,olsenella sp. oral taxon 807 f0089
5641,pcat,2003188,,parolsenella catena jcm 31932
5642,cgo,700015,,"coriobacterium glomerans pw2, endosymbiont of pyrrhocoris apterus"
5643,caer,74426,,collinsella aerofaciens indica
5644,cbac,1531429,,coriobacteriaceae bacterium 68-1-3
5645,erz,1670831,,egibacter rhizosphaerae egi 80759
5646,euz,1608957,,euzebya sp. dy32-46
5647,syn,1148,syny3,synechocystis sp. pcc 6803
5648,syz,1148,,synechocystis sp. pcc 6803
5649,syy,1148,,synechocystis sp. pcc 6803 gt-s
5650,syt,1080228,,synechocystis sp. pcc 6803 gt-i
5651,sys,1080229,,synechocystis sp. pcc 6803 pcc-n
5652,syq,1080230,,synechocystis sp. pcc 6803 pcc-p
5653,syj,1147,,synechocystis sp. pcc 6714
5654,syo,2116702,,synechocystis sp. ippas b-1465
5655,syc,269084,synp6,synechococcus elongatus pcc 6301
5656,syf,1140,syne7,synechococcus elongatus pcc 7942
5657,syw,84588,synpx,synechococcus sp. wh 8102
5658,syd,110662,synsc,synechococcus sp. cc9605
5659,sye,316279,syns9,synechococcus sp. cc9902
5660,syg,64471,syns3,synechococcus sp. cc9311
5661,syr,316278,synr3,synechococcus sp. rcc307
5662,syx,32051,synpw,synechococcus sp. wh 7803
5663,syp,32049,synp2,synechococcus sp. pcc 7002
5664,cya,321327,synja,synechococcus sp. ja-3-3ab (cyanobacteria bacterium yellowstone a-prime)
5665,cyb,321332,synjb,synechococcus sp. ja-2-3b'a(2-13) (cyanobacteria bacterium yellowstone b-prime)
5666,syne,195253,,synechococcus sp. pcc 6312
5667,synp,1173263,,synechococcus sp. pcc 7502
5668,synk,1280380,,synechococcus sp. kordi-100
5669,synr,585423,,synechococcus sp. kordi-49
5670,synd,585425,,synechococcus sp. kordi-52
5671,syu,1350461,,synechococcus sp. utex 2973
5672,syh,166314,,synechococcus sp. wh 8109
5673,synw,29410,,synechococcus sp. wh 8103
5674,slw,1917166,,synechococcus lividus pcc 6715
5675,syv,374982,,synechococcus sp. pcc 73109
5676,syl,374981,,synechococcus sp. pcc 7003
5677,sync,232348,,synechococcus sp. cb0101
5678,tel,197221,synel,thermosynechococcus elongatus bp-1
5679,thn,1394889,,thermosynechococcus sp. nk55
5680,tvn,2005468,,thermosynechococcus vulcanus nies-2134
5681,thec,2583530,,thermosynechococcus sp. cl-1
5682,cgc,292564,,cyanobium gracile pcc 6307
5683,cyi,1851505,,cyanobium sp. nies-981
5684,dsl,13035,,dactylococcopsis salina pcc 8305
5685,cmp,1173020,,chamaesiphon minutus pcc 6605
5686,lep,111781,,leptolyngbya sp. pcc 7376
5687,len,1752064,,leptolyngbya sp. nies-3755
5688,let,1080068,,leptolyngbya sp. o-77
5689,lbo,411966,,leptolyngbya boryana iam m-101
5690,hhg,1641165,,halomicronema hongdechloris c2206
5691,pseu,82654,,pseudanabaena sp. pcc 7367
5692,pser,685565,,pseudanabaena sp. abrg5-3
5693,pma,167539,proma,prochlorococcus marinus subsp. marinus ccmp1375 (prochlorococcus marinus ss120)
5694,pmm,59919,promp,prochlorococcus marinus subsp. pastoris ccmp1986 (prochlorococcus marinus med4)
5695,pmt,74547,promm,prochlorococcus marinus mit 9313
5696,pmn,59920,promt,prochlorococcus marinus natl2a
5697,pmi,74546,prom9,prochlorococcus marinus mit 9312
5698,pmb,146891,proms,prochlorococcus marinus as9601
5699,pmc,167542,prom5,prochlorococcus marinus mit 9515
5700,pmf,59922,prom3,prochlorococcus marinus mit 9303
5701,pmg,167546,prom0,prochlorococcus marinus mit 9301
5702,pmh,93060,prom2,prochlorococcus marinus mit 9215
5703,pmj,93059,prom4,prochlorococcus marinus mit 9211
5704,pme,167555,prom1,prochlorococcus marinus natl1a
5705,prc,1501268,,prochlorococcus sp. mit 0604
5706,prm,1501269,,prochlorococcus sp. mit 0801
5707,amr,329726,acam1,acaryochloris marina mbic11017
5708,theu,2737172,,thermoleptolyngbya sp. pkuac-scta183
5709,glp,1173026,,gloeocapsa sp. pcc 7428
5710,gen,1617448,,geminocystis sp. nies-3709
5711,gee,1615909,,geminocystis sp. nies-3708
5712,chon,2005460,,chondrocystis sp. nies-4102
5713,mar,449447,mican,microcystis aeruginosa nies-843
5714,mpk,1638788,,microcystis panniformis fachb-1757
5715,miq,1967666,,microcystis sp. mc19
5716,mvz,213615,,microcystis viridis nies-102
5717,can,755178,,cyanobacterium aponinum pcc 10605
5718,csn,292563,,cyanobacterium stanieri pcc 7202
5719,cyl,2054282,,cyanobacterium sp. hl-69
5720,hao,65093,,halothece sp. pcc 7418
5721,enn,522448,,euhalothece natronophila z-m001
5722,cyu,1453429,,candidatus atelocyanobacterium thalassa (cyanobacterium ucyn-a)
5723,cyt,43989,cyaa5,crocosphaera subtropica atcc 51142 (cyanothece sp. atcc 51142)
5724,cwa,165597,,crocosphaera watsonii wh 8501
5725,cyp,41431,synp8,rippkaea orientalis pcc 8801
5726,cyh,395962,,rippkaea orientalis pcc 8802
5727,cyc,65393,cyap7,gloeothece citriformis pcc 7424
5728,cyj,497965,,gloeothece verrucosa pcc 7822
5729,cyn,395961,cyap4,cyanothece sp. pcc 7425
5730,ter,203124,triei,trichodesmium erythraeum ims101
5731,mic,1173027,,microcoleus sp. pcc 7113
5732,arp,696747,,arthrospira platensis nies-39
5733,pagh,282423,,planktothrix agardhii nies-204
5734,oxy,2064643,,oxynema sp. ap17
5735,lfs,1521533,,limnospira fusiformis sag 85.79
5736,gei,1173025,,geitlerinema sp. pcc 7407
5737,oac,56110,,oscillatoria acuminata pcc 6304
5738,oni,179408,,oscillatoria nigro-viridis pcc 7112
5739,mpro,1458985,,moorea producens pal-8-15-08-1
5740,cep,1173022,,crinalium epipsammum pcc 9333
5741,gvi,251221,glovi,gloeobacter violaceus pcc 7421
5742,glj,1183438,,gloeobacter kilaueensis js1
5743,ana,103690,anasp,nostoc sp. pcc 7120 (anabaena sp. pcc 7120)
5744,npu,63737,nosp7,nostoc punctiforme pcc 73102
5745,nos,317936,,nostoc sp. pcc 7107
5746,nop,28072,,nostoc sp. pcc 7524
5747,non,1751286,,nostoc sp. nies-3756
5748,nfl,2038116,,nostoc flagelliforme ccnun1
5749,noe,1869241,,nostoc sp. cena543
5750,nsh,2653204,,nostoc sphaeroides ccnuc1
5751,ned,1472755,,nostoc edaphicum ccnp1411
5752,ava,240292,anavt,trichormus variabilis atcc 29413 (anabaena variabilis atcc 29413)
5753,naz,551115,,"nostoc azollae 0708 (anabaena azollae 0708), cyanobacterial symbiont of the water fern azolla (duckweed)"
5754,anb,46234,,anabaena sp. 90
5755,acy,272123,,anabaena cylindrica pcc 7122
5756,awa,1647413,,anabaena sp. wa102
5757,ann,2490939,,anabaena sp. ybs01
5758,csg,56107,,cylindrospermum stagnale pcc 7417
5759,calo,99598,,calothrix sp. pcc 7507
5760,calt,1170562,,calothrix sp. pcc 6303
5761,calh,1337936,,calothrix sp. 336/3
5762,riv,373994,,rivularia sp. pcc 7116
5763,fis,1752063,,fischerella sp. nies-3754
5764,nsp,1914872,,nodularia spumigena uhcc 0039
5765,dou,1914871,,dolichospermum sp. uhcc 0315a
5766,dfs,315271,,dolichospermum flos-aquae ccap 1403/13f
5767,ccur,2666332,,cylindrospermopsis curvispora gihe-g1
5768,toq,2099387,,tolypothrix sp. pcc 7910
5769,ncn,1940762,,nostocales cyanobacterium ht-58-2
5770,cthe,251229,,chroococcidiopsis thermalis pcc 7203
5771,plp,118163,,pleurocapsa sp. pcc 7327
5772,scs,111780,,stanieria cyanosphaera pcc 7437
5773,stan,1807358,,stanieria sp. nies-3757
5774,ceo,1228987,,cyanobacterium endosymbiont of epithemia turgida etsb lake yunoko
5775,cer,1763363,,"cyanobacterium sp. rgsb, endosymbiont of rhopalodia gibberula"
5776,mbf,1899017,,candidatus melainabacteria bacterium mel.a1
5777,det,243164,dehe1,dehalococcoides mccartyi 195 (dehalococcoides ethenogenes 195)
5778,deh,255470,dehsc,dehalococcoides mccartyi cbdb1
5779,deb,216389,dehsb,dehalococcoides mccartyi bav1
5780,dev,311424,,dehalococcoides mccartyi vs
5781,deg,633145,,dehalococcoides mccartyi gt
5782,dmc,1193806,,dehalococcoides mccartyi btf08
5783,dmd,1193807,,dehalococcoides mccartyi dcmb5
